0,0.54,0.63,0.93,1.01,1.23,1.7,1.86,1.92,2,2.02,2.46,2.49,2.58,2.62,2.71,2.76,2.8,2.84,2.92,2.96,3.02,3.06,3.08,3.16,3.19,3.25
0,0.61,1.01,1.07,1.26,1.33,1.53,1.59,1.7,1.75,1.94,1.96,2.05,2.09,2.24,2.29,2.38,2.4,2.53,2.55,2.61,0,0,0,0,0,0
0,1,1.07,1.24,2,2.08,1.94,2.04,2.27,2.33,2.54,2.62,3.24,2.78,2.87,0,0,0,0,0,0,0,0,0,0,0,0
